"chemin_original","type","classement_audit","statut_git_initial","action_realisee","motif","protection","sha256_original","chemin_archive","sha256_archive","references_entrantes_avant","liens_sortants_avant","informations_a_preserver","revision_source"
"src/features/scene/mediaSession/INTEGRATION.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","cc33a045af8fc7449c80faa62c8053ea8bcbf8859c16429b632f100ec5709408","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/scene/tv/AVAILABILITY_GATE.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","6beab0ee51e5fd2869d4e15569023d93dea6754e3215d64ecf349c2644f9c2c5","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/scene/tv/BROADCAST_PRESENTATION.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","85a724eaa2c1aa59cc098f71eeae026298ac9c0f7597905497c9e3a5d964352d","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/functions/livekit-revocation-worker/README.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","Référencé hors documentation","39467424a8aecae0095393761f798710e66b30988dfa1c9d2d7220f4d9b8ded4","","","tests/rooms/livekit-revocation-scheduler-contract.test.mjs","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/CITY-LANDMARKS.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","539bdba6dfed193d4ee4b7a383f219f546fa412a6c218950d17a87d3876c62a3","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/EIFFEL-AVATAR-CLEARANCE.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","41a751cde1c02330ec0abe9f7d978da5c7ab2a0e046ebeb06c79cac95608d528","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/NICE-NEGRESCO.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","4cb12ffb60161a9ee30eeb7a7b5bbad90aa681b5ec8d90d5e4cd8d5c7c6b6094","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/README.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","a497de5c1ece61e3acb2ba7afd68854455439f656491f38c2a76377155dd746c","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/assets/models/README.md","document","À conserver","suivi","laisse_en_place","Provenance ou notice juridique","Provenance ou notice juridique","a175f20298d3eb4fd5c3901a9948e6d9248e4181a9e8d483723fe44826598ba6","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/data/SOURCES.md","document","À conserver","suivi","laisse_en_place","Provenance ou notice juridique","Provenance ou notice juridique","b1286de8c3d54d6ffc775374174598ce1cc73cf8483d7214d256a75ad3f2be5f","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/globe-vinyle/shared/src/vendor/vinyl-v2/README.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","70d91138086dc998b73158ef0ed86a3809e2557b6c9918e8acb9ab8ba220abf2","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/meewav-vinyl/INTEGRATION.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","c857fb146b8f66efcd88111491bea6ec6affcd9004697648cdfba674e5c919b6","","","GLOBE-VINYLE-INTEGRATION.md | vendor/globe-vinyle/shared/src/vendor/vinyl-v2/README.md","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/meewav-vinyl/README.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","52828d9a28afdab260282507dae542d0360bfb5f31830db2f7af1c6aceec4453","docs/archive/2026-09-13/chantier/vendor/meewav-vinyl/README.md","52828d9a28afdab260282507dae542d0360bfb5f31830db2f7af1c6aceec4453","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"vendor/meewav-vinyl/demo/THIRD_PARTY_NOTICES.txt","document","À conserver","suivi","laisse_en_place","Provenance ou notice juridique","Provenance ou notice juridique","df796ef71737094f478a0abf5a644c41a2644272637b29f755771ca9d4fe8c53","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
".env.audio-lab","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","dd81afcf73d2165b8c9d44f7bd25b62bc60bcf5cc1560709dd9de573ffd0fafb","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
".env.example","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","fbcc558afd18fd8afd40e3f2cbd74e612f010e4cebe602af71f587c7022497f3","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
".gitattributes","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c172e1bbd16bed9a4fa7ac177abdeaf84e8ecea85459f00265a0e3a56bc79cdd","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
".gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","343098047dcd6453d23f97a699bc02316d09e2b306cd64cdab4b08cfcc33df08","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"apps/meewav-audio-engine/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9a8dd001590629e298b9de44f2f7a2ccce21ed4fa8c5ac8aa0a7ce3cd24bb670","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"apps/meewav-audio-engine/CMakeLists.txt","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f9752131824b8b1412eb4e2a56ae345b263cb10600ff451f255b3d987d39e5df","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"apps/meewav-audio-engine/schemas/control-command.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","e3f861d15a97661c524742be3818bdb024e873149f4a62a3f4dc247119c22cc0","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"apps/meewav-audio-engine/schemas/plugin-scan-request.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","67c4f4e7c17caee3db6b375d0b4a861e7a32313f6d093860859022c07427f225","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"apps/meewav-audio-engine/schemas/plugin-scan-response.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9d11c826a7ea9a2b94edaaac674eb07ea34de5a5f144a7348388a4b86ed3a891","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"data/scene-media-license-manifest.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","f19d6cbaac25fdbf54c4785bedc1922d85148e4805d5c24c43a0650b370fdeb5","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"data/tv-media-license-manifest.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","a895053bff95cced52c3f433338c5e30e3e40b806dc9defaf65562727f616a2c","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"eslint.config.js","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","2c4786df2cdb14aa680bfa299f0c24113c5387f89ae2ffc2f06a3d77aee2d3dd","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"experiments/voice-correction/generated/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4bb38be6d6d9ef0d2f9bcc339850ff48d821eccfa739369402b354c9ba946ea2","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"geo/output/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4bb38be6d6d9ef0d2f9bcc339850ff48d821eccfa739369402b354c9ba946ea2","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"geo/schema/administrative-zone.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","8cf9fdc87c2ad246b836e95645b3a57e27c4472a16c8d2d5a960838047c0d2ab","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"geo/schema/dataset-version.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","c2ba7b388978e7e7c466e7a34a0fefb45fc11768e995b4817a2b5f77652fd159","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"geo/schema/music-zone.schema.json","schema","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5c93df3a7264418e97a614b109acc9ac1d81831ebb9592ade6a9481e8c5dd192","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"meewav_mock_artists_schema.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","fb3d6545834b52135dd130fd3e3530b1e3c18370c0b3a5d55b19351936bf170e","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"package-lock.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","873e08446dcb6c65354a8cb7d49ec20c4d0bc0b1300c2f72ba4c685636b96ca8","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"package.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5e935e2cd9ec119b78ef42ed45cf3a53736c57df320327cb85f69ebecaf53f77","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/media/preprofile-demo/media-license-manifest.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9974b0c93081ca678d6596fd6065e1ad95f25ffc1a75cd502dae704e65cbaf7b","","","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"scripts/avatar-dispatch/backups/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4bb38be6d6d9ef0d2f9bcc339850ff48d821eccfa739369402b354c9ba946ea2","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"scripts/avatar-dispatch/reports/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","4bb38be6d6d9ef0d2f9bcc339850ff48d821eccfa739369402b354c9ba946ea2","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"scripts/market-scene-sources.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","5fcfe1ae924c8dcc36869315a780bf0c2922629d105c5929affd12da428e5247","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/.env.example","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","802b7a5b08e5a4a2cceaa0d247bbbcd3cf206657cef755d5b4a4a2a42a63d6ac","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/init.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","aa6d5850c79ae8d1d079dd736b0c01147c396be6b5fa81a87fe25ba746477e09","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/package-lock.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","6710f80cdfe916687f8bd6e6ed22af3906698739dfb47618d9212671a0998baa","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/package.json","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","aaf0a8c8002b4a86a93b7f98903afe5e02f7259e6fcbe20398b2ef835bb3c6a4","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/sql/geography.sql","sql","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","9fd29c749777c7e6415ec5ed3a4cea562ebe86b5647689d56d80e6140bf059a9","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"supabase/.gitignore","configuration_ou_provenance","À conserver","suivi","laisse_en_place","Fichier protégé, aucune modification","SQL, schéma, configuration, licence ou provenance","eccd25cd50cd8cb5447b70754f7dfa8dfc0008ce7b147c96f53fc4cfe6c78783","","","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
